budget,budget_id,budget_utilization,feasibility,heldout_count,heldout_critical_ens,heldout_critical_infrastructure_outage_hours,heldout_critical_load_served_fraction,heldout_maximum_customers_unserved_per_hour,heldout_total_ens,heldout_trace_id,method,runtime,system_trace_id,total_upgrade_cost,trace_path
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,102.778356620124,17,0.9444441315566896,0.6612560356307278,304.778356435124,heldout-129e2edfb533e5eb9331,CMPO-local polynomial search,1.4999769998248669,system-a67376fd09ade6591852,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__CMPO-local_polynomial_search.json
4532906.712497371,slsqp_selected_cost,1.0,True,10,5.500014913429618,5,0.9970270189657138,0.416905481199558,304.0996527299624,heldout-b3002f5401c61f035b56,IPOPT/Pyomo nonlinear,0.4209109160583466,system-687ad7ca36fb11494f4b,4532906.712497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__IPOPT_Pyomo_nonlinear.json
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,1060.810069675,172,0.4265891515270271,0.7907112679799426,1374.810069675,heldout-d54ba5b29cf9c664d5c3,QCi SC-CMPO,0.2093822080641985,system-c4edc8d13cffac26b301,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/slsqp_selected_cost__QCi_SC-CMPO.json
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d8d9a40d2fb0f47d013b,QUBO/quadratized search,0.3042888748459518,system-dbe5ad95c92a61140a40,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__QUBO_quadratized_search.json
4532906.712497371,slsqp_selected_cost,1.0,True,10,5.500000184999999,2,0.997027026927027,0.4169054441260745,304.0999977680528,heldout-d6934fb43bfe6a4cb98b,SLSQP,0.2734105410054326,system-b3d021c7078c3b8c5159,4532906.712497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__SLSQP.json
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-1632be0480621d3f5c50,differential evolution,0.332206416875124,system-089fc2ea655fae0a5ebc,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__differential_evolution.json
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d1849554265f5195eb0f,greedy resilience heuristic,0.1270061251707375,system-c0082197fa59f665c919,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__greedy_resilience_heuristic.json
4532906.712497371,slsqp_selected_cost,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-f3d981de534b9666bcd8,piecewise-linear MILP,0.2990544580388814,system-918327aa9dcb519f5e88,4532906.71249737,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/slsqp_selected_cost__piecewise-linear_MILP.json
5149457.112497372,post_slsqp_catalog_step,0.9999999999999998,True,10,46.25,16,0.975,0.4820916905444126,644.25,heldout-129e2edfb533e5eb9331,CMPO-local polynomial search,1.6371070840395987,system-8ebb2f4c122614e0f3dd,5149457.112497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__CMPO-local_polynomial_search.json
5149457.112497372,post_slsqp_catalog_step,1.0,True,10,5.500004269654756,5,0.9970270247191056,0.4169054544077125,304.09986506557954,heldout-b3002f5401c61f035b56,IPOPT/Pyomo nonlinear,0.4307563749607652,system-03490c62c72b5b1ef33d,5149457.112497372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__IPOPT_Pyomo_nonlinear.json
5149457.112497372,post_slsqp_catalog_step,1.0,True,10,840.1609848225,192,0.545858927122973,0.7346393838467049,1100.1609846375,heldout-d54ba5b29cf9c664d5c3,QCi SC-CMPO,0.2150194160640239,system-c456f055eef35d3c2be0,5149457.112497372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/post_slsqp_catalog_step__QCi_SC-CMPO.json
5149457.112497372,post_slsqp_catalog_step,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d8d9a40d2fb0f47d013b,QUBO/quadratized search,0.4614137089811265,system-755ca5d46a4771c1ac94,5149457.112497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__QUBO_quadratized_search.json
5149457.112497372,post_slsqp_catalog_step,1.0,True,10,5.500000184999999,2,0.997027026927027,0.4169054441260745,304.1839898184724,heldout-d6934fb43bfe6a4cb98b,SLSQP,0.4887096250895411,system-a2134590fd88090caaa4,5149457.112497372,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__SLSQP.json
5149457.112497372,post_slsqp_catalog_step,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-1632be0480621d3f5c50,differential evolution,0.3206286251079291,system-a7ab9d11450f145a56ad,5149457.112497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__differential_evolution.json
5149457.112497372,post_slsqp_catalog_step,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d1849554265f5195eb0f,greedy resilience heuristic,0.126440874999389,system-7276243bba2dbd53429e,5149457.112497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__greedy_resilience_heuristic.json
5149457.112497372,post_slsqp_catalog_step,0.9999999999999998,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-f3d981de534b9666bcd8,piecewise-linear MILP,0.2942705419845879,system-79260b742fb1eccacbee,5149457.112497371,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/post_slsqp_catalog_step__piecewise-linear_MILP.json
5602175.318543635,qci_selected_cost,1.0,True,10,141.000000185,32,0.923783783683784,0.4684813753581662,779.0,heldout-129e2edfb533e5eb9331,CMPO-local polynomial search,1.568197957938537,system-e9b004c50e9e9a603651,5602175.318543634,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__CMPO-local_polynomial_search.json
5602175.318543635,qci_selected_cost,1.0,True,10,5.500004269654801,5,0.9970270247191056,0.4169054544077126,304.0998623105344,heldout-b3002f5401c61f035b56,IPOPT/Pyomo nonlinear,0.4507068749517202,system-744c73b0ef1acedc66ff,5602175.318543635,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__IPOPT_Pyomo_nonlinear.json
5602175.318543635,qci_selected_cost,1.0,True,10,481.3028494375001,138,0.7398362976013513,0.6521639565544414,795.3028494375,heldout-d54ba5b29cf9c664d5c3,QCi SC-CMPO,0.2501430839765817,system-ad9abdd889a89b6fcd57,5602175.318543635,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/qci/qci_selected_cost__QCi_SC-CMPO.json
5602175.318543635,qci_selected_cost,1.0,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d8d9a40d2fb0f47d013b,QUBO/quadratized search,0.4707551668398082,system-1f12d9bc53068c3ba342,5602175.318543634,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__QUBO_quadratized_search.json
5602175.318543635,qci_selected_cost,1.0,True,10,134.99999997414807,30,0.9270270270410012,0.4512893982556171,772.999999943126,heldout-d6934fb43bfe6a4cb98b,SLSQP,0.1923229161184281,system-d6feb63b2158f91b1cbc,5602175.318543635,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__SLSQP.json
5602175.318543635,qci_selected_cost,1.0,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-1632be0480621d3f5c50,differential evolution,0.3352494579739868,system-03610fc7eb9dce3de9ce,5602175.318543634,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__differential_evolution.json
5602175.318543635,qci_selected_cost,1.0,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-d1849554265f5195eb0f,greedy resilience heuristic,0.1272405420895666,system-e6622245bb37d732c7c2,5602175.318543634,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__greedy_resilience_heuristic.json
5602175.318543635,qci_selected_cost,1.0,True,10,135.0,30,0.927027027027027,0.4512893982808023,773.0,heldout-f3d981de534b9666bcd8,piecewise-linear MILP,0.2891268339008093,system-c08a5a33bc8f45b2764a,5602175.318543634,/Users/omtailor/QCI/results/phase3/sc_cmpo/budget_frontier/traces/classical/qci_selected_cost__piecewise-linear_MILP.json
